wave,Guanine
0.4,0.7232683385870282
0.401,0.7200188957990843
0.402,0.7235988042009159
0.40299999999999997,0.7213413099999998
0.40399999999999997,0.7179051343617563
0.405,0.72083676
0.406,0.7179871303191937
0.407,0.7190190496808064
0.408,0.7227226888193234
0.409,0.7206046211806763
0.41,0.72338223
0.411,0.7234409494128058
0.412,0.72069734
0.413,0.7259288357758422
0.414,0.7255064199999999
0.415,0.7235454540381194
0.416,0.7259492659618809
0.417,0.72674304
0.418,0.7287665397650024
0.419,0.73028517
0.42,0.7293700276980232
0.421,0.73213983
0.422,0.7324157249793003
0.423,0.7309136550206995
0.424,0.7353902581328374
0.425,0.7362035418671627
0.4260000000000001,0.7369727500000002
0.4270000000000001,0.7400056666467335
0.4280000000000001,0.7396703400000001
0.4290000000000001,0.7413453772119559
0.4300000000000001,0.7440665727880444
0.4310000000000001,0.7450834155692888
0.4320000000000001,0.7476403444307116
0.4330000000000001,0.7490754700000001
0.4340000000000001,0.7503303085108151
0.4350000000000001,0.75418139
0.4360000000000001,0.7540391135011301
0.4370000000000001,0.7543892264988701
0.4380000000000001,0.7579174771533571
0.4390000000000001,0.7596328128466432
0.4400000000000001,0.7617731100000001
0.4410000000000001,0.7639705280258199
0.4420000000000001,0.7654879100000002
0.4430000000000001,0.7674366977779445
0.4440000000000001,0.7692144922220556
0.4450000000000001,0.7710287828859423
0.4460000000000001,0.7733173771140579
0.4470000000000001,0.7744436900000001
0.4480000000000001,0.7762787716491836
0.4490000000000001,0.7791118
0.4500000000000001,0.78008891900462
0.4510000000000001,0.7819893809953803
0.4520000000000001,0.7842102728964422
0.4530000000000001,0.7854999171035579
0.4540000000000001,0.7872188100000002
0.4550000000000001,0.7882335098530016
0.4560000000000001,0.7895599000000002
0.4570000000000001,0.7928284492148079
0.4580000000000001,0.7937499300000002
0.4590000000000001,0.7944288455397892
0.4600000000000001,0.7959828244602108
0.4610000000000001,0.7963706300000001
0.4620000000000001,0.7980705930003701
0.4630000000000001,0.79947931
0.4640000000000001,0.7990962457437427
0.4650000000000001,0.8006706200000001
0.4660000000000001,0.8019572577901443
0.4670000000000001,0.8027362722098558
0.4680000000000001,0.8040584239389211
0.4690000000000001,0.8034523160610787
0.4700000000000001,0.8038883800000002
0.4710000000000001,0.8059554645706543
0.4720000000000001,0.80541253
0.4730000000000001,0.8063014207155857
0.4740000000000001,0.8073729792844143
0.4750000000000001,0.8068779248639029
0.4760000000000001,0.8083643151360974
0.4770000000000001,0.80928999
0.4780000000000001,0.8094461722694775
0.4790000000000001,0.81067312
0.4800000000000001,0.811103825754085
0.4810000000000001,0.8116792342459151
0.4820000000000001,0.8127251936477271
0.4830000000000001,0.8130899663522729
0.4840000000000001,0.8143088800000001
0.4850000000000001,0.8155521075677244
0.4860000000000001,0.8159400200000002
0.4870000000000001,0.8177885511416773
0.4880000000000001,0.818902718858323
0.4890000000000001,0.8193135469201618
0.4900000000000001,0.8210055630798386
0.4910000000000001,0.8214597100000001
0.4920000000000001,0.8223502510945891
0.4930000000000001,0.82422531
0.4940000000000001,0.8242774670619295
0.4950000000000001,0.8249836600000001
0.4960000000000001,0.8260102937788245
0.4970000000000001,0.8263881762211757
0.4980000000000001,0.8281901500000001
0.4990000000000001,0.8293328185733144
0.5000000000000001,0.8297081600000002
0.5010000000000001,0.8314542882625654
0.5020000000000001,0.8322805377570122
0.5030000000000001,0.8328724381619921
0.5040000000000001,0.8337814109102092
0.5050000000000001,0.8339777600000001
0.5060000000000001,0.8351222569220541
0.5070000000000001,0.8364683596169193
0.5080000000000001,0.8365697879721797
0.5090000000000001,0.8379508300000001
0.5100000000000001,0.8386845597132971
0.5110000000000001,0.8386559225070999
0.5120000000000001,0.8402812774929004
0.5130000000000001,0.8409226435865359
0.5140000000000001,0.8416324900000002
0.5150000000000001,0.8431892385438708
0.5160000000000001,0.8430436557711116
0.5170000000000001,0.8439026928192591
0.5180000000000001,0.8455828231985322
0.5190000000000001,0.8458653790176903
0.5200000000000001,0.8467671473881307
0.5210000000000001,0.8476365539178042
0.5220000000000001,0.8484079722858457
0.5230000000000001,0.8500059200000001
0.5240000000000001,0.8509088868038681
0.5250000000000001,0.8515892859783609
0.5260000000000001,0.8528882040216393
0.5270000000000001,0.8536729721524217
0.5280000000000001,0.8548708600000001
0.5290000000000001,0.8563169937725378
0.5300000000000001,0.8570056394531276
0.5310000000000001,0.8583207436979152
0.5320000000000001,0.8593885793216934
0.5330000000000001,0.8598472635762359
0.5340000000000001,0.8612048823018851
0.5350000000000001,0.8623199765471729
0.5360000000000001,0.8632405907939159
0.5370000000000001,0.8644598700000001
0.5380000000000001,0.8652750393204865
0.5390000000000001,0.8662070916772163
0.5400000000000001,0.8672629988818559
0.5410000000000001,0.8678510141199414
0.5420000000000001,0.8688045100000001
0.5430000000000001,0.8696763592443378
0.5440000000000002,0.8701385761334934
0.5450000000000002,0.8711002307666078
0.5460000000000002,0.87166321
0.5470000000000002,0.871999449186992
0.5480000000000002,0.8729181397032119
0.5490000000000002,0.8734033002967883
0.5500000000000002,0.8739758042749428
0.5510000000000002,0.87472713
0.5520000000000002,0.8748773352650054
0.5530000000000002,0.8754038399244041
0.5540000000000002,0.8760679867170643
0.5550000000000002,0.8764282463974641
0.5560000000000002,0.8773139751278514
0.5570000000000002,0.8778267554845258
0.5580000000000002,0.8781009817732114
0.5590000000000002,0.8792177776635767
0.5600000000000002,0.8798138500000001
0.5610000000000002,0.8804196198956992
0.5620000000000002,0.8814091797152115
0.5630000000000002,0.8818949402847887
0.5640000000000002,0.8827610513388136
0.5650000000000002,0.8837283300000001
0.5660000000000002,0.8840600454031542
0.5670000000000002,0.8848302002423879
0.5680000000000002,0.8855049465050748
0.5690000000000002,0.8858794562549626
0.5700000000000002,0.8863949803850039
0.5710000000000002,0.8864334830086495
0.5720000000000002,0.8865839154870256
0.5730000000000002,0.8873488823501471
0.5740000000000002,0.8876280800000002
0.5750000000000002,0.8883634899313995
0.5760000000000002,0.8893566144416224
0.5770000000000002,0.8895786955583778
0.5780000000000002,0.8903880619062192
0.5790000000000002,0.8911381400000001
0.5800000000000002,0.8913975498108982
0.5810000000000002,0.8918880840284986
0.5820000000000002,0.8920223673143343
0.5830000000000002,0.8921636300000001
0.5840000000000002,0.8927629598056981
0.5850000000000002,0.8927435335498225
0.5860000000000002,0.8929210246752662
0.5870000000000002,0.8932829463807277
0.5880000000000002,0.89286709
0.5890000000000002,0.8930066854790097
0.5900000000000002,0.8935545899187042
0.5910000000000002,0.8942185467208641
0.5920000000000002,0.8950092120933211
0.5930000000000002,0.8952983595034949
0.5940000000000002,0.8952487196937153
0.5950000000000002,0.8957334054594271
0.5960000000000002,0.8958476777147772
0.5970000000000002,0.8960059900000001
0.5980000000000002,0.8963758312374124
0.5990000000000002,0.8964995776148955
0.6000000000000002,0.8968803223851047
0.6010000000000002,0.8973572252309524
0.6020000000000002,0.8976547700000002
0.6030000000000002,0.8981822131388628
0.6040000000000002,0.8984960964442777
0.6050000000000002,0.8987109057038148
0.6060000000000002,0.8993592235167353
0.6070000000000002,0.8994981616284163
0.6080000000000002,0.8996610115174243
0.6090000000000002,0.9002368827238639
0.6100000000000002,0.9003980183887679
0.6110000000000002,0.9006502600000001
0.6120000000000002,0.9010170125374254
0.6130000000000002,0.9012707571641136
0.6140000000000002,0.9016289628358868
0.6150000000000002,0.9018402078875788
0.6160000000000002,0.9020397100000002
0.6170000000000002,0.9026832012540126
0.6180000000000002,0.9027459032902356
0.6190000000000002,0.9028555778065096
0.6200000000000002,0.90362275
0.6210000000000002,0.903650402374724
0.6220000000000002,0.903887879183341
0.6230000000000002,0.9043470462249888
0.6240000000000002,0.9043104103665072
0.6250000000000002,0.90475392
0.6260000000000002,0.9050830594313888
0.6270000000000002,0.9050262111054448
0.6280000000000002,0.9053963925963704
0.6290000000000002,0.9055235987279872
0.6300000000000002,0.9056534200000002
0.6310000000000002,0.9062184739266036
0.6320000000000002,0.9064148041100946
0.6330000000000002,0.906584916597766
0.6340000000000002,0.90680856
0.6350000000000002,0.9068443235214354
0.6360000000000002,0.9071964658111676
0.6370000000000002,0.9074870241888324
0.6380000000000002,0.9075074197960981
0.6390000000000002,0.90797287
0.6400000000000002,0.9081729700292004
0.6410000000000002,0.9081758985753712
0.6420000000000002,0.908461744283086
0.6430000000000002,0.9083747908696088
0.6440000000000002,0.9083979726620268
0.6450000000000002,0.90866416919644
0.6460000000000002,0.9086239912053398
0.6470000000000002,0.9088562676771536
0.6480000000000002,0.90907192
0.6490000000000002,0.9089979534142344
0.6500000000000002,0.9093393711859524
0.6510000000000002,0.9093986688140474
0.6520000000000002,0.9093102808839088
0.6530000000000002,0.90980726
0.6540000000000002,0.9098436812530126
0.6550000000000002,0.9099063405387732
0.6560000000000002,0.9102576329741512
0.6570000000000003,0.9102302802736026
0.6580000000000003,0.9103469812106122
0.6590000000000003,0.9104680379581022
0.6600000000000003,0.9103659430628468
0.6610000000000003,0.9106690869684394
0.6620000000000003,0.91080695
0.6630000000000003,0.9107244030792616
0.6640000000000003,0.9110323260362982
0.6650000000000003,0.9112335359758011
0.6660000000000003,0.9114456778785788
0.6670000000000003,0.91168469
0.6680000000000003,0.9116166249255536
0.6690000000000003,0.9118629026116696
0.6700000000000003,0.912244012377724
0.6710000000000003,0.91222137
0.6720000000000003,0.912442680303403
0.6730000000000003,0.9124730175730972
0.6740000000000003,0.9123516724269028
0.6750000000000003,0.9127294962216624
0.6760000000000003,0.91280836
0.6770000000000003,0.9128266024920498
0.6780000000000003,0.9130757989791509
0.6790000000000003,0.913041770680566
0.6800000000000003,0.9132336980806808
0.6810000000000003,0.9135364294623946
0.6820000000000003,0.9134826738192092
0.6830000000000003,0.9136736342711864
0.6840000000000003,0.9136963495457956
0.6850000000000003,0.9135514500000002
0.6860000000000003,0.9139012099683996
0.6870000000000003,0.9138980475264991
0.6880000000000003,0.913774372473501
0.6890000000000003,0.9139422783208832
0.6900000000000003,0.9138459
0.6910000000000003,0.9138082906246062
0.6920000000000003,0.9138395166026698
0.6930000000000003,0.9137262722648868
0.6940000000000003,0.9138014892477924
0.6950000000000003,0.9138528696763968
0.6960000000000003,0.9138205133066348
0.6970000000000003,0.9139858450400479
0.6980000000000003,0.9139081207773156
0.6990000000000003,0.91383833
0.7000000000000003,0.914102730209202
0.7010000000000003,0.9141236518477259
0.7020000000000003,0.914216038152274
0.7030000000000003,0.9143678484818848
0.7040000000000003,0.91430908
0.7050000000000003,0.9144815827704278
0.7060000000000003,0.9146200996673166
0.7070000000000003,0.9146090102217888
0.7080000000000003,0.91479826
0.7090000000000003,0.914732578700587
0.7100000000000003,0.91460264240068
0.7110000000000003,0.91472267639898
0.7120000000000003,0.914612771099122
0.7130000000000003,0.91456449
0.7140000000000003,0.9145504774578492
0.7150000000000003,0.9142962700284986
0.7160000000000003,0.914297219981001
0.7170000000000003,0.9143741692304924
0.7180000000000003,0.9143976013500136
0.7190000000000003,0.9145325968221588
0.7200000000000003,0.9143737047667616
